,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
13309,,,surprise.OnWN,2012test,,,,move back and forth,move or sway in a rising and falling or wavelike pattern.,2.0
1631,,,,,,,,In the ensuing gun battle two Palestinian militants were killed and 17 people were wounded.,"Two 15-year-olds were also killed by Israeli fire and 17 people were wounded, according to the witnesses.",1.0
1553,,,,,,,,The trial is entering a crucial stage as Italy prepares to assume the rotating presidency of the European Union on July 1.,The prime minister is poised to take over the rotating presidency of the European Union on July 1.,1.0
13148,,,surprise.OnWN,2012test,,,,elevated wooden porch of a house,a porch that resembles the deck on a ship.,3.25
15888,,,tweet-news,2014,,,,A MUST READ! by ! How #Turkey Can Make Peace With the #Kurds,Op-Ed Contributor: How Turkey Can Make Peace With the Kurds,4.2
1339,,,,,,,,The plan is to convert half of its eight million local phone lines within the next six years.,Sprint plans to move half of its 8 million local lines from hard-wired circuits to packet networks in the next six years.,5.0
3905,,,,,,,,"The blue-chip Dow Jones industrial average .DJI climbed 179.97 points, or 2.09 percent, to 8,781.35, ending at its highest level since mid-January.","The blue-chip Dow Jones industrial average .DJI tacked on 97 points, or 1.14 percent, to 8,699.",1.0
5045,,,,,,,,Federal Agriculture Minister Warren Truss said the Government still did not know the real reason the sheep were rejected at the Saudi port of Jeddah on August 21.,He said the Government still did not know the real reason the original Saudi buyer pulled out on August 21.,5.0
8813,3010.0,main-news,MSRpar,2012train,83,none,none,"Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.","Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.",3.0
11746,,,SMTeuroparl,2012test,,,,"Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.","Mr President, the Cashman report can be summarized in two words: the power of the people on the tape.",4.0
5043,,,,,,,,"It has also been revealed the boy's family filed two other abuse-related lawsuits in the past, winning a $165,000 settlement in one case.","It has also been revealed that the boy’s family has launched two other abuse-related lawsuits in the past, winning a £90,000 settlement in one case.",5.0
2348,,,,,,,,Yale spokesman Tom Conroy said the university was prepared to keep the campus running with temporary workers and managers doing extra work.,Yale spokesman Tom Conroy said the university planned to keep the campus running with managers and temporary workers performing union workers' jobs.,5.0
15047,,,OnWN,2014,,,,look at or observe something or someone,the visual appearance of something or someone.,2.4
5491,,,,,,,,"In 2001 and 2002, wire transfers from 4 of the company's 40 accounts totaled more than $3.2 billion, prosecutors said.","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.",5.0
14248,,,OnWN,2013,,,,(cause to) gradually become weak,cause to become widely known.,1.0
5701,,,,,,,,Shares of Salix have rocketed 64 percent since Axcan made its first offer on April 10.,"Since the initial takeover offer, Salix shares have risen about 35 percent.",5.0
5123,,,,,,,,"State wildlife officials have concluded that the fluorescent zebra fish from Florida poses no danger, and they have recommended that the state exempt it from the ban.","State wildlife officials have concluded that the Florida-grown fluorescent zebra fish poses no danger, and they have recommended that it be exempted from the state's ban.",5.0
5170,,,,,,,,"He was a close associate of Sept. 11 mastermind Khalid Shaikh Mohammed,"" Bush said.","""He's a known killer who was a close associate of Sept. 11 mastermind Khalid Shaikh Mohammed.",1.0
1136,,,,,,,,LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.,The rebels are also calling for the deployment of a U.S.-led peacekeeping force.,1.0
8904,3101.0,main-news,MSRpar,2012train,229,none,none,Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.,"Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31, each having been raised to ""overweight"" by Lehman.",3.75
11140,5337.0,main-news,headlines,2015,952,none,none,"19 killed, 42 wounded in violent attacks in Iraq","43 killed, 86 wounded in attacks in Iraq",2.8
4021,,,,,,,,Rumours swirled among market participants that Japan may have intervened overnight when the yen appreciated to 116 per dollar.,Rumours swirled among market participants that Japan may have stepped in overnight and in Tokyo on Friday.,1.0
11308,5505.0,main-news,headlines,2015,1390,none,none,Egypt's Muslim Brotherhood Refuses to Back Down,Egyptian court sentences Muslim Brotherhood leader to life in prison,1.4
2426,,,,,,,,"He added that those ""are not solely American principles, nor are they exclusively Western.""","""These are not solely American principles nor are they exclusively Western,"" Rumsfeld said.",5.0
4142,,,,,,,,"OS ANGELES, Oct. 24 Will Walt Disney Concert Hall, the new home of the Los Angeles Philharmonic, bring urban vitality to the city's uninviting downtown area?","OS ANGELES Walt Disney Concert Hall, the new home of the Los Angeles Philharmonic, is a French curve in a city of T squares.",5.0
859,,,,,,,,The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).,The results are to be published in Wednesday's issue of The Journal of the American Medical Association.,5.0
2965,,,,,,,,Business groups and border cities have raised concerns that US-VISIT will mean longer waits to cross borders and will hurt commerce.,Business groups and border cities have raised concerns that US-VISIT will mean longer lines that will damage cross-border commerce.,5.0
8649,2846.0,main-news,MSRpar,2012test,596,none,none,British police arrested 21 people early Tuesday in connection with the suspected ritual murder of an African boy whose torso was found in the Thames River.,Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames.,3.5
12974,,,SMTeuroparl,2012train,,,,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I urge that to seize this motion, this invitation, this request of dialogue, to give further and to make sure that, together with this Assembly, these relics of a nationalist might be.  ",3.2
14457,,,OnWN,2013,,,,decorate a manuscript with red,decorate (manuscripts) with letters painted red.,3.8
15185,,,OnWN,2014,,,,a store or supply of something,a large or extra supply of something.,4.8
13534,,,surprise.OnWN,2012test,,,,make or become more acute or intense,"make more intense, stronger, or more marked.",4.5
1366,,,,,,,,Delmon was 5 when Dmitri was drafted with the fourth pick by St. Louis in 1991.,Dmitri Young was the fourth overall selection by St. Louis in the 1991 draft.,1.0
14164,,,OnWN,2013,,,,make noise like bad engine,make a noise typical of an engine lacking lubricants.,3.8
1781,,,,,,,,"This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.","IBM said the Rational products were also integrated with Rational PurifyPlus, which allows developers to work in Java, Visual C# and VisualBasic .Net.",5.0
11135,5332.0,main-news,headlines,2015,937,none,none,"49 killed, 148 wounded in violent attacks in Iraq","15 killed, 90 wounded in fresh attacks in Iraq",2.2
2103,,,,,,,,"The civilian unemployment rate improved marginally last month -- slipping to 6.1 percent -- even as companies slashed payrolls by 93,000.","The civilian unemployment rate improved marginally last month _ sliding down to 6.1 percent _ as companies slashed payrolls by 93,000 amid continuing mixed signals about the nation's economic health.",1.0
1820,,,,,,,,"But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen.","Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen.",1.0
369,,,,,,,,Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.,5.0
4941,,,,,,,,"""The committee will define the role of the interim chairman and recommend an individual to fill that role,"" said lead director H. Carl McCall in a statement.","""The committee will define the role of the interim chairman and recommend an individual to fill that role,"" said Carl McCall, the lead director of the NYSE board.",5.0
5290,,,,,,,,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,5.0
8930,3127.0,main-news,MSRpar,2012train,265,none,none,"Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound.","Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income, but said they remained ``cautiously optimistic'' about a rebound.",4.6
12942,,,SMTeuroparl,2012train,,,,"Mr President, the Commission' s attitude to the right of access to documents may be seen from the internal handbook sent on 11 October to employees of the Commission to tell them how to deal with requests from MEPs for access to documents.","Mr. President, we can know the position of the Commission as regards access to public documents by reading the internal handbook which was given, on October 11, with the Commission officials in order to explain the way to them in which they were to treat the requests emanating of the deputies with regard to the access to the documents.",4.25
7537,1734.0,main-captions,images,2015,707,none,none,A dog has it's head inside a red and green gift bag.,A pet playfully investigates the contents of a gift bag.,3.8
2095,,,,,,,,"The time was about 4 a.m. on March 18, just hours before the first pinpoint missiles rained down on the capital.","The seizure occurred at 4am on March 18, just hours before the first American air assault.",1.0
8374,2571.0,main-news,MSRpar,2012test,203,none,none,"A seventh victim, a woman, died Tuesday night in the burn unit at childrens Hospital Medical Center of Akron.","A seventh person, a 21-year-old woman, was in critical condition in the burn unit at Akron Children's Hospital.",2.4
1922,,,,,,,,"""I just got carried away and started making stuff,"" Byrne said.","Byrne says he got carried away with PowerPoint and just ""started making stuff.""",5.0
82,,,,,,,,The most serious breach of royal security in recent years occurred in 1982 when 30-year-old Michael Fagan broke into the queen's bedroom at Buckingham Palace.,"It was the most serious breach of royal security since 1982 when an intruder, Michael Fagan, found his way into the Queen's bedroom at Buckingham Palace.",5.0
7866,2063.0,main-forum,deft-forum,2014,63,none,none,"Israel doesn't give a ****, accept it.",That Israel doesn't giva a **** what anybody else thinks.,3.4
7837,2034.0,main-forum,deft-forum,2014,34,none,none,ALTHOUGH SATELLITE INTENSITY ESTIMATES FROM TAFB AND SAB ARE ONLY T./,SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO  KT.,2.0
816,,,,,,,,"Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.","In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.",1.0
12413,,,SMTeuroparl,2012train,,,,The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right for a government to draw aside its constitution arbitrarily is the definition characteristic of a tyranny.,4.8
4400,,,,,,,,"He made the same decree in June 2002, but that measure was limited to the southern city of Arequipa amid fatal protests against the privatization of two power firms.","That measure was limited to the city of Arequipa amid protests, that killed three people, against the sale of two power firms.",1.0
9039,3236.0,main-news,MSRpar,2012train,444,none,none,Colgate shares closed Monday at $56.30 on the New York Stock Exchange.,Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.,2.4
6250,447.0,main-captions,MSRvid,2012test,675,none,none,A cat rapidly swats a kid in the head.,A cat and a boy play together.,2.6
4124,,,,,,,,"Citigroup Inc. C.N , the world's largest financial services company, on Wednesday promoted Marjorie Magner to chairman and chief executive of its global consumer group.",Citigroup (C) on Wednesday named Marjorie Magner chairman and chief executive of its colossal global consumer business.,5.0
12724,,,SMTeuroparl,2012train,,,,"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It happening in trial on 8 January. He is accused of having attended a meeting of Tunisian opponents in France, which he denies.",5.0
14249,,,OnWN,2013,,,,"a deficiency, state of disappointment, non-achievement",an event that does not accomplish its intended purpose.,3.2
1815,,,,,,,,"""We are declaring war on sexual harassment and sexual assault.","""We have declared war on sexual assault and sexual harassment,"" Rosa said.",5.0
1273,,,,,,,,Agassi is not the only American man through to the third round.,Harkleroad was one of five American women who advanced to the third round.,1.0
9323,3520.0,main-news,deft-news,2014,70,none,none,the united states government has accused the iranian government of trying to develop nuclear weapons under the cover of a civilian nuclear program.,the us and allies have accused iran of attempting to develop nuclear weapons under the guise of a civilian nuclear program.,4.6
2997,,,,,,,,"The other 18 people inside the building -- two visitors and 16 employees, including Harrison's ex-girlfriend -- escaped unharmed, Aaron said.","The other 18 people in the building, including Harrison's ex-girlfriend, were not injured, police spokesman Don Aaron said.",5.0
14515,,,OnWN,2013,,,,the natural progression or development of something,the natural process of laying down a deposit of something.,1.8
6637,834.0,main-captions,MSRvid,2012train,497,none,none,A man takes a piece of pepperoni pizza out of a pizza box and puts it on the lid after he closes the box.,The man took a piece of pepperoni pizza out of the box.,2.75
12414,,,SMTeuroparl,2012train,,,,"The House had also fought, however, for the reduction of the funds available for innovative measures to be offset by means of resources from the flexibility instrument, a demand which is recorded in a declaration on the financial perspective in the Interinstitutional Agreement.","This Parliament has also fought for this reduction in the funds available for innovative actions should be compensated for by the use of the framework of flexibility, defined in a statement on the financial perspective.",4.0
2644,,,,,,,,"It argued that such access ""is not required by domestic or international law and should not be treated as a precedent.""","The Pentagon statement said that allowing Hamdi access to a lawyer ""is not required by domestic or international law and should not be treated as a precedent.""",5.0
9929,4126.0,main-news,headlines,2013,465,none,none,Sudan blames Israel for Khartoum arms fire,Sudan accuses Israel of airstrike on arms factory,3.6
11142,5339.0,main-news,headlines,2015,957,none,none,Iran nuclear deal agreed at talks,Iran Nuclear Deal Sealed After Decades-Long Dispute,3.6
2307,,,,,,,,"After learning she would no longer get an experimental drug that treated her severe peanut allergy, Allison Smith reacted with panic.",The nurse called Allison Smith with the news: The experimental drug that so effectively treated her severe peanut allergy was being taken away.,1.0
11717,,,SMTeuroparl,2012test,,,,"Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.","Mr President, the report Cashman can come down in some words: the power of the citizens on officialism.",4.5
13853,,,surprise.OnWN,2012test,,,,Cite as an authority; resort to (as in an argument).,cite as an authority; resort to.,5.0
4199,,,,,,,,Police said they will conduct DNA tests to confirm the man's identity.,DNA tests will be performed to confirm his identity.,5.0
13332,,,surprise.OnWN,2012test,,,,incorporate or enclose one thing in another,incorporate a food ingredient into a mixture by repeatedly turning it over without stirring or beating.,1.75
3853,,,,,,,,Malaysia has launched an aggressive media campaign over its water dispute with Singapore.,MALAYSIA will launch a publicity campaign in local newspapers today giving its version of the water dispute with Singapore.,5.0
16141,,,tweet-news,2014,,,,Really people??? ?: Readers sue Lance Armstrong for book refund after doping admission ?,Readers sue Armstrong for book refund,3.0
13390,,,surprise.OnWN,2012test,,,,system of arrangement,an arrangement scheme.,3.75
15700,,,tweet-news,2014,,,,Is it a coincidence the most Miss America's come from the South?,Op-Ed Contributor: Racial Politics and Miss America,2.6
3558,,,,,,,,"The hot technologies -- networking, storage and wireless products -- will be front and center this week.","Storage, networking and wireless products will be prevalent at the show.",5.0
2197,,,,,,,,That state will not emerge until the interim government decides on a process for writing a new constitution and for holding the first democratic elections.,That state will not emerge until the interim government decides on a process to write a new constitution and to hold the first democratic elections.,5.0
2602,,,,,,,,Helicopters hovered over al-Khalidiya into the early hours of Sunday.,Helicopters hovered throughout the day over the Al-Khalidiya neighborhood where the raid took place.,5.0
6315,512.0,main-captions,MSRvid,2012train,35,none,none,A man is dancing on the ceiling.,A man is dancing on the ceiling of a room.,4.8
1520,,,,,,,,"The talks, the first involving Washington and Pyongyang since April, had their share of fireworks.",The talks were the first meeting between US and North Korean negotiators since this April.,1.0
11311,5508.0,main-news,headlines,2015,1394,none,none,AstraZeneca pays $4.1bn to buy Bristol-Myers Squibb out of diabetes alliance,AstraZeneca to buy Bristol out of diabetes venture for up to $4.1 billion,5.0
12340,,,surprise.SMTnews,2012test,,,,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","It has been an implicit but clear repudiation of Mubarak, only Head of State for 24 years.",4.75
6476,673.0,main-captions,MSRvid,2012train,256,none,none,A man is playing on his keyboard.,A man is playing a guitar.,1.4
5762,,,,,,,,"US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline, which transports crude from Colombia's second-biggest oil field.",U.S. Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline.,1.0
5640,,,,,,,,"Attorney Patricia Anderson, who represents the Schindlers in the courtroom tug-of-war with their son-in-law, declined to comment on the case.","Pat Anderson, the lawyer representing the Schindlers, declined to comment on the filing.",1.0
8962,3159.0,main-news,MSRpar,2012train,316,none,none,The Conference Board reported its U.S. Consumer Confidence Index slipped to 83.5 in June from 83.6 in May.,"The consumer-confidence index came in at 83.5 in June, down slightly from a revised 83.6 in May, the Conference Board said.",4.667
15121,,,OnWN,2014,,,,(cause to) separate or move in different directions,to cause to separate and go in different directions.,4.91666666666667
7663,1860.0,main-captions,images,2015,1111,none,none,The black dog is walking through the tall grass.,The black dog is running through the grass.,3.8
12100,,,surprise.SMTnews,2012test,,,,Some results are remarkable.,Some are noteworthy results.,4.8
16264,,,belief,2015,,,,to them it was good enough.,so that is the end of that.,1.8
1990,,,,,,,,"On Sunday, the experts will perform the first simultaneous release of five whales from a single stranding incident in the United States.","Today, the experts will perform the United States' first simultaneous release of five whales from a single stranding incident.",5.0
10224,4421.0,main-news,headlines,2014,94,none,none,Russia unveils $30 billion oil link to Pacific,Russia unveils $25bn oil link to Pacific,3.4
8294,2491.0,main-news,MSRpar,2012test,69,none,none,The DVD-CCA then appealed to the state Supreme Court.,The DVD CCA appealed that decision to the U.S. Supreme Court.,4.5
517,,,,,,,,McGill also detailed the hole that had been cut in the Caprice's trunk.,McGill also said a dark glove was stuffed into a hole that had been cut in the Caprice's trunk.,1.0
6312,509.0,main-captions,MSRvid,2012train,32,none,none,A woman is riding a horse.,A woman is riding a donkey.,2.8
12024,,,surprise.SMTnews,2012test,,,,The People Versus Putin,Putin against people,4.5
14700,,,OnWN,2014,,,,Ask for and get something for free.,ask for and get free; be a parasite.,2.6
12889,,,SMTeuroparl,2012train,,,,"One could indeed wish for more and for improvement, but I honestly believe that we have made a good start.","We can indeed wish more and better, but I quite honestly believe that it is a good start.",4.8
13220,,,surprise.OnWN,2012test,,,,a natural physical force of drawing towards something,the force used in pulling.,2.75
10306,4503.0,main-news,headlines,2014,192,none,none,"Up to 21, mostly foreigners, killed in Kabul suicide attack",Briton among dead in Kabul suicide attack,2.8
4460,,,,,,,,"Because of the accounting charge, the company now says it lost $1.04 billion, or 32 cents a share, in the quarter ended June 30.","Including the charge, the Santa Clara, Calif.-based company said Monday it lost $1.04 billion, or 32 cents per share, in the period ending June 30.",5.0
2763,,,,,,,,"One, Fort Carson-based Sgt. Ernest Bucklew, 33, was on his way home to attend his mother's funeral in Pennsylvania, relatives said.","Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.",5.0
6774,971.0,main-captions,MSRvid,2012train,703,none,none,The girl is tiding up her bed.,A woman is making a bed.,2.5
5925,122.0,main-captions,MSRvid,2012test,180,none,none,A man is playing a flute.,A man is playing a piano.,1.6
14610,,,OnWN,2013,,,,Gather or remove (from a location) for use.,remove from a position or office.,1.6
6869,1066.0,main-captions,images,2014,91,none,none,Five birds stand on the snow.,Several cardinals stand in the snow.,3.8
4859,,,,,,,,"Cool, moist air moved into Colorado early Thursday and brought precipitation to two wind-whipped wildfires that had forced thousands to flee and threatened several hundred homes.","Cool, moist air moved into Colorado overnight, raising hopes for firefighters battling two wind-whipped wildfires that forced thousands to flee and threatened hundreds of homes.",5.0
8196,2393.0,main-forum,deft-forum,2014,393,none,none,"Capital gains, top rate:  percent.","- Income, top rate:  percent.",2.8
14224,,,OnWN,2013,,,,The act of testing something.,the act of starting something.,1.4
15885,,,tweet-news,2014,,,,"Casting: Lindsay Lohan, careening debt and porn stars. What could go wrong? What Happens When You Hire LL.",Here Is What Happens When You Cast Lindsay Lohan in Your Movie,2.6
6552,749.0,main-captions,MSRvid,2012train,362,none,none,The man is singing and playing the guitar.,A man is playing a guitar.,3.0
10458,4655.0,main-news,headlines,2014,375,none,none,Israeli soldier hits Palestinian child in Hebron,Israeli soldiers kill Palestinian woman in West Bank,1.2
2440,,,,,,,,"Levin's attorney, Bo Hitchcock, declined to comment Friday.","Hitchcock has declined to comment on the case, as has Levin.",1.0
3769,,,,,,,,"Full classes of 48 are booked through September, he said, and the Transportation Security Administration plans to double its classes in January.","Full classes of 48 each are booked through the end of September, he said, and the agency plans to double its classes in January.",5.0
6685,882.0,main-captions,MSRvid,2012train,568,none,none,The man was pushed into the water.,A man pushes another man into the ocean.,2.5
9211,3408.0,main-news,MSRpar,2012train,690,none,none,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.,The two Democrats on the five-member FCC held a news conference to sway opinion against Powell and the panel's two other Republicans.,3.4
8403,2600.0,main-news,MSRpar,2012test,245,none,none,Glover spoke at a news conference that included about 20 relatives of the victims.,About 20 family members of the victims were invited to the news conference.,3.2
11695,,,SMTeuroparl,2012test,,,,"The fishermen are inactive, tired and disappointed.","The fishermen are inactive, tired and disappointed.",5.0
10370,4567.0,main-news,headlines,2014,274,none,none,Brooks pleads not guilty to hacking charges,Brooks pleads not guilty at phone hacking hearing,3.8
14491,,,OnWN,2013,,,,the act of providing incentive to someone,the act of motivating; providing incentive.,4.0
6519,716.0,main-captions,MSRvid,2012train,316,none,none,A man is firing a shot gun.,A man shoots a shotgun.,5.0
4825,,,,,,,,"MessageLabs, which runs outsourced e-mail servers for 700,000 customers around the world, said it had filtered out 27,000 infected e-mails in 115 countries as of Thursday morning.","Messagelabs, which runs outsourced e-mail servers for 700,000 customers around the world, has labeled the worm ""high risk"" and reports more than 31,000 infections in 120 countries.",1.0
18,,,,,,,,"""I'm delighted that David Chase has decided to give us another chapter in the great 'Sopranos' saga,"" HBO chairman and chief executive Chris Albrecht said.","""I'm delighted that David Chase has decided to give us another chapter in the great Sopranos saga,"" said HBO Chairman Chris Albrecht in a statement.",5.0
3564,,,,,,,,"Californias rate was 6.4 percent, down from a revised 6.7 percent in August and also down from the 6.7 percent posted in September 2002.","The statewide unemployment rate fell to 6.4 percent, down from a revised 6.7 percent in August.",1.0
3955,,,,,,,,"This is a process and there will be other opportunities for people to participate in the rebuilding of Iraq."" he told reporters.","This is a process and there will be other opportunities for people to participate in the rebuilding of Iraq.""",5.0
49,,,,,,,,"Nicholas is the uncle of Louima, the Haitian immigrant who was sexually tortured by NYPD cops in 1997.","Mr. Nicolas is an uncle of Abner Louima, who was tortured by New York City police officers in 1997.",5.0
16229,,,belief,2015,,,,do you even pay attention to current events?,you're not talking about current events.,1.6
887,,,,,,,,"Dennehy, who transferred to Baylor last year after getting kicked off the University of New Mexico Lobos for temper tantrums, became a born-again Christian in June 2002.","Dennehy, who transferred to Baylor last year after getting kicked off the team at New Mexico for temper tantrums, became a born-again Christian in June 2002.""",5.0
6422,619.0,main-captions,MSRvid,2012train,183,none,none,A man is playing keyboard.,A man is playing guitar.,1.8
7753,1950.0,main-captions,images,2015,1350,none,none,A brown dog is splashing water everywhere by shaking the water off of itself.,A white dog is standing by a river shaking himself dry.,2.4
7426,1623.0,main-captions,images,2015,383,none,none,The man in the backpack looks to his left.,An adult male wearing a backpack walks and looks to the left.,3.8
6108,305.0,main-captions,MSRvid,2012test,456,none,none,A man is looking at a computer monitor.,A man is using a laptop.,2.75
9277,3474.0,main-news,deft-news,2014,24,none,none,russian officials have called for a conference on the conventional forces in europe treaty to discuss ratification of the amended treaty.,antonov spoke the day before a conference on the conventional forces in europe treaty.,3.2
3171,,,,,,,,ImClone Systems Inc. and Genentech Inc. led shares of U.S. biotechnology companies higher after medicines they are developing helped cancer patients in studies.,ImClone Systems and Genentech led shares of biotechnology companies higher yesterday after studies showed the medicines they are developing helped cancer patients.,5.0
2952,,,,,,,,"He said the issue of disclosing classified information about a C.I.A. officer was ""a very serious matter"" that should be ""pursued to the fullest extent"" by the Justice Department.","The White House said that leaking classified information was a serious matter that should be ""pursued to the fullest extent"" by the Justice Department.",5.0
1426,,,,,,,,"""It seems to me ... we're just dealing with bragging rights here, who wins and who loses,"" said Gammerman, who heard the case without a jury.","""Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses,"" said Gammerman.",1.0
139,,,,,,,,"""The panel told the U.S. to correct its flawed determination,"" said Pierre Pettigrew, Canada's trade minister, in a statement.","""The panel told the U.S. to correct its flawed determination,"" Mr. Pettigrew said in a statement.",5.0
10887,5084.0,main-news,headlines,2015,317,none,none,Twelve killed in bomb blast on Pakistani train,Five killed by bomb blast in East India,1.0
3200,,,,,,,,The companies also announced plans to collaborate on the design for future generations of memory technologies.,The two groups said they would collaborate on the design of future memory technologies.,5.0
5135,,,,,,,,"She countersued for $125 million, saying Gruner & Jahr broke its contract with her by cutting her out of key editorial decisions.","She countersued for $125 million, saying G+J broke its contract with her by cutting her out of key editorial decisions and manipulated the magazine's financial figures.",1.0
112,,,,,,,,"Scrimshaw, Supervisor, Best Minister and Ten Most Wanted are expected to complete the Belmont field.","Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning.",1.0
8721,2918.0,main-news,MSRpar,2012test,698,none,none,Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.,The Treasury said wants to give retail buyers of all Treasury securities the ability eventually to manage holdings online in a single account.,4.4
13824,,,surprise.OnWN,2012test,,,,Preserve in a tin or jar.,preserve in a can or tin.,5.0
4563,,,,,,,,"Under the adjusted definition, officials Thursday listed 29 cases as suspected and said that 107 other people showing possible SARS symptoms were being monitored.","Another 29 cases were listed as suspected, and officials warned that 107 other people showing possible SARS symptoms were being monitored.",5.0
4599,,,,,,,,Officials with the rebel group Liberians United for Reconciliation and Democracy could not be reached for comment Saturday.,"The main rebel force, the Liberians United for Reconciliation and Democracy, fears a peacekeeping force could bolster Taylor.",1.0
4694,,,,,,,,"Mall operators and retailers reported fewer people camping out for early-bird specials on Saturday morning, although many parking lots were crowded by early afternoon.","Mall operators and retailers reported fewer shoppers camping out for early-bird specials on Saturday morning, although parking lots were beginning to fill at some East Coast shopping centers.",5.0
8509,2706.0,main-news,MSRpar,2012test,395,none,none,"The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.","Microsoft issued a patch for the vulnerability, which affects Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP and Windows Server 2003.",2.75
11984,,,SMTeuroparl,2012test,,,,"Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.","Consumers will be the losers, with employees, and competitiveness and growth régresseront European.",4.75
3280,,,,,,,,"So far, Georgia has been returned all but $70,000 of the money it wired.","Georgia has received all but $70,000 of its money back with the help of the FBI.",1.0
4072,,,,,,,,"But Virgin wants to operate Concorde on routes to New York, Barbados and Dubai.","Branson said that his preference would be to operate a fully commercial service on routes to New York, Barbados and Dubai.",5.0
4412,,,,,,,,"One, from a former CIBC executive, described the returns earned by the bank on its Enron deals as ""outrageous.""","The report quotes extensively from internal e-mails, including one from a former CIBC executive who described the returns earned by the bank on its Enron deals as ""outrageous.""",1.0
11394,5591.0,main-news,headlines,2016,287,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),British stuntman fell to his death in wing suit mishap,British stuntman dies in wingsuit mishap in Alps,4.0
13685,,,surprise.OnWN,2012test,,,,make or become less strict or severe,make less severe or strict.,4.5
10445,4642.0,main-news,headlines,2014,362,none,none,Death toll in Nigeria police attack rises to 30,Death toll in Kenya bus attack rises to six,1.4
451,,,,,,,,"The company will be able to start recording profits from HPS immediately, Perot Systems spokeswoman Mindy Brown said.","The company will begin adding to Perot Systems' profits immediately, the company said.",5.0
7784,1981.0,main-captions,images,2015,1442,none,none,Two dogs are peeing at a red fire hydrant.,Two dogs are urinating on the red fire hydrant.,5.0
3735,,,,,,,,Large swells and dangerous surf already were being felt along sections of the coast.,Already large swells and dangerous surf have arrived along the mid-Atlantic.,5.0
7778,1975.0,main-captions,images,2015,1412,none,none,A surfer on a wave.,A surfer is riding a wave.,4.4
14441,,,OnWN,2013,,,,"Supply with water for crops, as with channels, ditches, or streams.","supply with water, as with channels or ditches or streams.",3.8
4990,,,,,,,,The artists say the plan will harm French culture and punish those who need help most--performers who have a hard time lining up work.,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows.,5.0
3667,,,,,,,,Missouri Gov. Bob Holden asked the White House to declare a federal disaster in 39 counties.,Gov. Bob Holden asked Bush to declare 39 Missouri counties disaster areas.,5.0
