,score,#1 sentence,#2 sentence
6410,4.75,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,The economists pro-market do not oppose the companies which openly use the attraction of the luxury to promote their products.
6411,5.0,Ahmadinejad is embarking on an adventure; Bernanke is not.,"Ahmadinejad are embarking on an adventure, not bernanke."
6412,3.75,"More than that, the divisions are reproduced at the local level.","Beyond the geographical division, at local level.  "
6413,4.75,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached summits of the Turkish Government.
6414,2.25,The Political Stock Market,The politization of the markets of the transferable securities
6415,5.0,Iraq's future depends directly on the fate of Iraqi oil production.,The future of Iraq is linked to oil production.
6416,4.5,This tendency extends deeper than headscarves.,This trend goes well beyond simple scarves.
6417,4.5,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached until the heights of the Turkish Government.
6418,4.667,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.","We can also note that the French philosopher, Marcel Gauchet has called one of these recent books Democracy against itself."
6419,5.0,Being a Muslim and being an Islamist are not the same thing.,To be Muslim and Islamic are two different things.
6420,4.25,"In other areas, sharia law is being introduced by force.","In other regions, the sharia is imposed."
6421,4.667,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.",One can also note that the French philosopher Marcel Gauchet entitled one of these recent books the democracy against itself.
6422,5.0,Iraq's future depends directly on the fate of Iraqi oil production.,The future of Iraq is linked to the oil production.
6423,4.75,"In other areas, sharia law is being introduced by force.","In other regions, the Sharia is imposed."
6424,5.0,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,We are witnessing today to change a Muslim identity for an Islamic identity.
6425,4.0,Those who know little about modern factory farming may wonder why such legislation would be necessary.,Those who do not know the intensive farming methods will be astonished perhaps the need for such legislation.
6426,4.5,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.",We can also note that the French philosopher Marcel Gauchet entitled the recent books against democracy itself.
6427,2.25,This tendency extends deeper than headscarves.,This tendency goes well beyond simple.  
6428,3.75,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","It is an implicit but but clearly, the head of State for 24 years.  "
6429,5.0,But they were necessary.,But they were necessary.
6430,3.0,But US stock prices fell only 5.2% between May 9 and May 24.,"However, the American courts accused a reduction of 5.2% between 9 and on 24 May."
6431,4.75,"The bottom line is that when interest rates rise, asset values will fall.","The key is that when interest rates go up, the values of active fall."
6432,4.75,A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.,Losing on the issue of Alstom would have serious repercussions in Europe and not only for the policies on competition.
6433,4.5,Tocqueville believed that there are no effective long-term constraints on this tendency.,"Tocqueville thought that on the long run, nothing can be really opposed to this tendency."
6434,1.0,Will it give us the right to divorce the husbands who abandon us?,A couple who have left?  
6435,3.25,But US stock prices fell only 5.2% between May 9 and May 24.,"However, the Americans have accused that lower 5.2% between 9 and on 24 May."
6436,3.5,"He did, but the initiative did not get very far.",What it did without the initiative not going very far.
6437,4.2,"In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.","In Nigeria, the whole ijaw indigenous showed Chevron to encourage the violence against them and of up to pay Nigerian soldiers to shoot the demonstrators at the naval base from Warri."
6438,4.25,I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.,"I know that in France, the principle of slaughter of whole herd has been implemented and that this is not the best way to combat this phenomenon."
6439,4.8,"Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.",Unfortunately the final objective of a European Constitution would be exactly the opposite and obviously we cannot approve it.
6440,4.8,The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right for a government to draw aside its constitution arbitrarily is the definition characteristic of a tyranny.
6441,4.0,"The House had also fought, however, for the reduction of the funds available for innovative measures to be offset by means of resources from the flexibility instrument, a demand which is recorded in a declaration on the financial perspective in the Interinstitutional Agreement.","This Parliament has also fought for this reduction in the funds available for innovative actions should be compensated for by the use of the framework of flexibility, defined in a statement on the financial perspective."
6442,4.8,The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right for a government to dismiss arbitrarily its constitution is the definition of a characteristic tyranny.
6443,3.75,"After all, it is by no means certain that the proposed definition of equitable price is better than any other, because the various definitions that are currently in use in the Member States are all perfectly satisfactory.","Indeed, it is not absolutely certain that the definition of fair price which is better than another, because the definitions used in the Member States in all amply sufficient."
6444,4.8,"One could indeed wish for more and for improvement, but I honestly believe that we have made a good start.","They can in fact wish to more and better, but I think that it is a good start.  "
6445,4.0,"It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.","It should be the real coordination of the network of national agencies which, in turn, will speed up and a network of centres of excellence of food at regional level.  "
6446,4.8,"On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.","Madam President, I would ask you, on behalf of my colleagues in the Committee on Fisheries and in my own name, to send a message of condolence on the part of Parliament to the families of the victims and the local authorities of Brittany as Marín, city of Galicia, where originating from most of the victims."
6447,4.8,"One could indeed wish for more and for improvement, but I honestly believe that we have made a good start.","One can indeed wish more and better, but I believe very honestly that it is a good start."
6448,4.2,"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It passes in lawsuit next on January 8. It is reproached to him for having taken part in a meeting of Tunisian opponents in France, which besides it denies."
6449,4.5,"Thank you very much, Commissioner.","Thank you very much, Mr Commissioner."
6450,4.0,"A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.","The creation of a provisional unit of judicial cooperation is a step in the right direction, not to which the European Parliament has been seeking for a long time already."
6451,4.0,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.,A budget line finance programmes of mine clearance and prevention for years.
6452,4.0,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the initial aim of the rapporteur and shared by many colleagues, is to promote the regulations and codes of conduct necessary to establish, between insurers, the forms of cost option guaranteeing all the supply of good quality of care and to counter the risks of discriminatory practices and a selection of risks and customers."
6453,3.8,The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.,"The only case for which no tax is still perceived ""is an example of supply in the European Community from a third country."
6454,5.0,"Clearly, explanations are necessary for the increased incidence of BSE, not only in France but also in other Member States.","It is obviously necessary to determine the reasons for the increase in the incidence of BSE, not only in France but also in other Member States.  "
6455,4.8,"Mr President, the Commission' s attitude to the right of access to documents may be seen from the internal handbook sent on 11 October to employees of the Commission to tell them how to deal with requests from MEPs for access to documents.","Mr President, we can see the Commission's position in terms of public access to documents by reading the internal manual which was given on 11 October, with the Commission officials in order to explain the way in which they were to deal with the requests from the Members with regard to access to documents."
6456,4.8,"I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.","I insist on this point because the market cannot regulate all and that, accordingly, it does not have there nor cannot have there of competition without limits."
6457,4.4,"After all, it is by no means certain that the proposed definition of equitable price is better than any other, because the various definitions that are currently in use in the Member States are all perfectly satisfactory.","Indeed, it is not absolutely certain that the definition of fair price proposed is better than another, because the different definitions are currently used in the Member States are enough is enough."
6458,3.5,"Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.","Mr. President, my honourable Members, I would like to intervene on the joint resolution that obviously we will vote."
6459,4.8,I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.,I also voted against a text which requires the incorporation of the Charter of the fundamental rights in the future treaty which will be adopted in Nice.
6460,3.0,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.,A budget line finances clearance programmes and of prevention since years.
6461,5.0,"Fifty-seven senators, including 24 Republicans, have signed the letter.","Of those who signed the letter, 57 are senators, including 24 Republicans."
6462,4.4,"I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.",I find it a little strange to now obliging the Commission to a motion for a resolution and to ask him at the same time to draw up a Green Paper on the current state of voluntary insurance and supplementary sickness insurance.
6463,3.0,People with the same business affairs in common are peacefully bound to one another.,The economic activities Commons generating peaceful links between people.
6464,3.4,Spain has done a magnificent job in turning round the difficult neighbourly relations which Europe and North Africa and Spain and Morocco have suffered during the course of history.,Spain has developed a remarkably positive the difficult that always existed between Europe and North Africa and between Spain and Morocco.  
6465,3.6,"A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.","The creation of a Provisional Judicial Cooperation Unit is a step in the right direction, which the European Parliament is not a long time ago."
6466,4.6,"I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.","I urge the French Presidency to do everything in its power to bridge this gap, particularly destructive."
6467,4.4,"Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?","As the European Parliament, in its resolution of 16 March 2000, that they initiatives does the Council intend to take to play a more active role in order to ensure the full and entire application of the UN peace plan?  "
6468,4.2,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.","On the contrary, the power of the national restricting still further the right of veto and to give more power to the Parliament of the EU.  "
6469,4.8,"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, in my speech I shall focus on the report by Mrs Lalumière report, which I find formulated well thought-out and clearly."
6470,4.2,"I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.","I stress this because the market cannot regulate everything and that, in this sense, there cannot be any competition without limits."
6471,3.6,"The Council of Europe, along with the Court of Human Rights, has a wealth of experience of such forms of supervision, and we can build on these.","Just like the Court of the human rights, the Council of Europe has to him also a solid experiment with regard to such forms of control. We can take it for base."
6472,4.4,"Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.","Mr President, ladies and gentlemen, I would like to speak on the joint resolution that obviously we vote."
6473,4.6,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to take this message, this invitation, this request for dialogue, to act and to make it so that, together with this House, these being nationalistic period relics may be abandoned."
6474,4.6,"It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.","It must be the true brain coordination of the network of national agencies, which, in turn, must activate and coordinate a network of centres of excellence of food safety at regional level."
6475,4.0,"As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.","Therefore, it is urgent that the personnel of the inter-service group are very quickly reinforced at the heart of the Secretary-General of the Commission, so that all the proposals of the Act of general interest can be accompanied, during their examination by the Commission on the basis of Article 299 (2) of a detailed fiche d'impact."
6476,4.8,"While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.","By withdrawing our resolution, I am, however, convinced that Parliament would have done better by making its voice heard, in view of the Nice European Council, a separate and specific resolution on the issues which are so important and so difficult for the Intergovernmental Conference, rather than treating them in the context of a single resolution including also all the other items on the agenda of the Council."
6477,4.4,"The Council of Europe, along with the Court of Human Rights, has a wealth of experience of such forms of supervision, and we can build on these.","Just as the European Court of Human Rights, the Council of Europe has also considerable experience with regard to these forms of control; we can take as a basis."
6478,5.0,"We have started to exchange ideas on this question, from which it has emerged that all the Member States want to maintain this ceiling after enlargement.","We have started to have discussions on this issue, making it clear that all the Member States wish to maintain this ceiling after enlargement."
6479,5.0,"Firstly, simplification and clarification of the Treaties.","Firstly, that of simplification and clarification of the Treaties."
6480,4.0,"As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.","Thus, it is urgent that the staff of the interservice group are very quickly strengthened at the heart of the Secretary-General of the Commission, so that all the proposed act of general scope can be accompanied, during their examination by the college on the basis of Article 299 (2) of a fiche d'impact detailed."
6481,4.8,"Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.","Without doubt, was better to have no agreement only have an agreement that is bad and, in this case, the American proposal was a proposal to the rebate, totally unacceptable for Europe."
6482,3.6,"The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.",The situation is worse when it comes to women's distant countries which have accepted this work by necessity and who have no alternative to continue supporting themselves to their vital needs.
6483,5.0,The joint debate is closed.,The joint debate is closed.
6484,4.2,It is this kind of future I would also like to see in the other countries within the European Union.,This is a development of this kind that I wish the other Member States of the European Union.
6485,5.0,"If we want to help Indonesia we must act now with money and deeds, not merely words.","If we want to help Indonesia, we must intervene now with money and actions, and not just with words."
6486,4.2,"Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.","Without doubt, it was better to have no agreement have an agreement that is wrong and, in this case, the American proposal was a watered-down proposal totally unacceptable for Europe."
6487,4.857,"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",That is the position defended by the rapporteur and shared by the European People's Party.
6488,4.667,"Clearly, explanations are necessary for the increased incidence of BSE, not only in France but also in other Member States.","We must clearly define the reasons for the increase in the incidence of BSE, not only in France but also in other Member States."
6489,4.0,"Whilst employment may be the European Union' s priority policy, fisheries, as another economic sector, cannot remain on the sidelines.","If employment is the political priority of the Union, fisheries, as an economic sector, cannot remain on the sidelines."
6490,4.4,"Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.","Finally, and this is a subject more controversial, the Commission invited vigorously to use the fast-track procedure to implement this legislation."
6491,4.4,"They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.",They continue to put pressure. The money they earn with distribution beyond the bounds of 150 grammes allows them to strengthen their position.
6492,4.6,"If we want to help Indonesia we must act now with money and deeds, not merely words.","If we want to help Indonesia, we must speak now with money and concrete action, and not just with words."
6493,3.8,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.,A budget line is funding programmes for mine clearance and prevention for years.
6494,2.8,"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","Vessels, without which there is the slightest, Mr Gayssot.  "
6495,4.6,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to seize this sign, this invitation, this request for dialogue, to take action pursuant and to make to it so that, in.liaison.with this Parliament, these one nationalist era old relics can be abandoned."
6496,4.6,But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.,"Nevertheless, I would like to say to the House this afternoon that we must not lose sight of the fact that the European Union spends only 1% of the GDP of the Member States and that the bulk of this money is managed in the Member States."
6497,3.25,"The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.",". (IN) the British Labor Members of group PSE are pleased with the favourable response reserved for the contribution which they made to the ongoing work of the IGC on the reinforced cooperation, without adhering completely to all the details of this one."
6498,4.0,"In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.","In Nigeria, the indigenous people All-Ijaw Chevron have been accused of inciting violence against them and to go so far as to pay Nigerian soldiers to draw on the demonstrators in the Warri naval base."
6499,4.25,I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.,"I know that in France, the principle of the slaughter of whole herds was applied and that does not seem to be the best way to combat this phenomenon."
6500,5.0,"These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.","These objectives, the overriding goal and secondary objectives, will be the yardstick by which we judge the concrete proposals put forward by the Commission."
6501,4.8,The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.,"The European Council will discuss the state of progress of accession negotiations, and therefore of enlargement."
6502,4.4,"- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.","My party has profound reservations about the regulation of the sale of consumer goods by means of Community legislation, as it expresses reservations about the concept of mutual recognition of standards."
6503,4.2,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the initial matter of the rapporteur and shared per number of Members, consists in promoting the regulations and the codes of conduct necessary to found, between insurers, the forms of mutualisation of the costs guaranteeing to all the supply of an high quality of care and to counter the risks to see developing discriminatory practices and a risk selection and customers."
6504,3.4,"I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.","I wonder if the Commissioner, for the steps which they show that we consider and as the representative of the Serbian people and as the partner with which the European Union will have to deal with.  "
6505,4.25,All those who are at present engaged in illicit work would obtain work with decent social conditions.,All those who are currently engaged in undeclared work e.g. employment in decent social conditions.
6506,4.75,"Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.","That is why I also believe that this reconciliation can take, but the government, which has very courageously found a solution to the issue of universities and to many other problems, needs the visible signs of success as well as a strong support, on pain of being threatened peace in the region as a whole."
6507,5.0,"Clearly, explanations are necessary for the increased incidence of BSE, not only in France but also in other Member States.","We must obviously determine the reasons for the increase in the incidence of BSE, not only in France but also in other Member States."
6508,4.25,"Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.","Without doubt, it was better to have no agreement at all than to have an agreement that is wrong and, in this case, the proposal was a proposal to you, totally unacceptable for Europe.  "
6509,4.6,"Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?","As the European Parliament has called for in its resolution of 16 March 2000, they initiatives European Council Presidency intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?"
6510,3.2,"It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.",The maintenance of the universal service to the assistance of a compensation Fund which enable engaging the advantage of public service will probably long fire.  
6511,4.8,"I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.",I wonder if the Commissioner already provides the steps that will make it possible to show that we consider Koitunica as the legally elected representative of the Serbian people and as a partner with which the European Union will now address.
6512,4.6,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef which has been decided, which is a minimum and labelling which is in force for two and a half months, does not properly to trace the origin of the animals and we have banned quite late specified risk materials."
6513,3.2,We shall have to speak with just one disagreeable voice in the WTO.,We speak with a single voice within the WTO.  
6514,4.0,"They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.",They will continue to put pressure on the money they gain the distribution beyond the bounds of the 150 grams enables them to strengthen their position.
6515,4.0,It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.,It must be welcomed that the European Parliament has succeeded in bringing together a broad majority in favour of greater transparency.
6516,5.0,The aim of the annual review is to identify such potential improvements.,The annual report aims to identify such potential improvements.
6517,4.8,"There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.","The recent incidents against the Greek minority of Himara make more imperative that we need to promote measures for democratisation, institution-building and respect for human rights in Albania."
6518,4.2,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I call on Prague to seize this sign, this invitation, this request for dialogue, to follow them up and to ensure that, together with this House, these relics of a nationalist era can be abandoned."
6519,4.0,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef and veal, which has been decided, which is a minimum and which is in force for two and a half months, does not make it possible to trace the origin of the animals properly and we have banned well late at risk.  "
6520,4.8,"And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.","And I say this to you very clearly: we must give its opportunity to Kostunica and I therefore hope that it will ensure an amnesty during the weeks or months ahead; but in the meantime, I wish, however, that, in political terms and in budgetary terms, the political conditions are linked to the introduction of these two new budget lines, namely democratisation and reconstruction."
6521,3.8,"The House had also fought, however, for the reduction of the funds available for innovative measures to be offset by means of resources from the flexibility instrument, a demand which is recorded in a declaration on the financial perspective in the Interinstitutional Agreement.","This Parliament has, however, also fought for this reduction in the funds allocated to the innovative actions to be compensated for by the use of framework of flexibility, defined in a statement on the financial perspective."
6522,5.0,"Finally, in a word, the fourth pillar devoted to equal opportunities reinforces the integrated approach to equality through gender mainstreaming and through specific guidelines.","Finally, in a word, the fourth pillar dedicated to equal opportunities reinforces the integrated approach to equality by gender mainstreaming and specific guidelines."
6523,4.2,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.","On the contrary, the power of national democracies is still more force to limit the right of veto and to give more power for the European Parliament."
6524,4.0,"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","Greek ship sank, without the least storm in exist, Mr Gayssot."
6525,4.9,Knowledge of foreign languages is accepted as a necessary precursor to mobility.,It is recognised that the knowledge of foreign languages is a prerequisite for mobility.
6526,4.4,"It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.","It must be the true brain coordination of the network of national agencies, which, in turn, must activate and coordinate a network of centres of excellence food safety at regional level."
6527,4.2,The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.,"The lesson that this House in this morning's debate must learn is that we are forced to conclude that the maritime laws are all over the world, in a state of chaos, and that we must set about the task to sort all this out."
6528,4.4,We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.,We have heard that the previous presidency has restructured first and then dismantled the Ministry of equal opportunities.
6529,1.0,"The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924.","The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498."
6530,4.2,"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",It is the position defended by the rapporteur and shared by the European popular party.
6531,3.2,"It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.",The safeguarding of universal service to a compensation fund which would engage in private profits for the benefit of the public service will probably long.
6532,5.0,(Parliament accepted the oral amendment),(Parliament accepted the oral amendment)
6533,4.6,". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.",". (ES) Mr. President, widening is essential for the construction of a strong and plain continent of Europe."
6534,4.0,"Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.","Certainly, it was not to have an agreement better than to have an agreement which is wrong and, in this case, the American proposal was a proposal to the reduction, totally unacceptable for Europe."
6535,5.0,on the situation in Burma,On the situation in Burma.
6536,5.0,"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this cooperation, for your support and also for your warm welcome, Madam President, ladies and gentlemen, the French Presidency thank you."
6537,4.6,The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.,"The lesson that must retain this House in her this morning's debate is that we are forced to conclude that the laws are maritime, throughout the world, in a state of mess, and that we must set about the task of them to bring order."
6538,4.2,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, we must say 'no' to the concept which would be admitted that big bang, but at the same time, a large group of countries, because this would be in contradiction with the principle of the admission of each country on its merits."
6539,3.8,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, we must say 'no' to the big bang concept which would admit that at the same time, a large group of countries, because that would be at odds with the principle of the admission of each country according to its merits."
6540,4.8,"Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.",Unfortunately the final objective of a European Constitution would be exactly the opposite and of course we cannot agree.  
6541,4.6,"A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.","The creation of a provisional unit of judicial cooperation is a step in the right direction, which the European Parliament has been striving for a long time."
6542,5.0,The debate is closed.,The debate is closed.
6543,4.4,Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.,Those who reject the enhanced cooperation have the same freedom of movement that passengers in the back seat of a car.
6544,4.4,"Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.","In my opinion, there is nothing worse than having to inform the people to be made in their favour could be that a series of words and have no worries on their existence.  "
6545,4.4,"While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.","By withdrawing our resolution, I am, however, convinced that Parliament would do better to devote its voice, in view of the Nice Council, a specific resolution separate and the extremely important subjects and difficult if the Intergovernmental Conference, rather than treating them within the framework of a single resolution including also all other items on the agenda of the Council."
6546,5.0,"I should also have liked the Court of Auditors' report to have been a little more user-friendly and to have provided a number of clear recommendations, for example one or two per chapter.","I would also have liked the report of the Court of Auditors was a little more user-friendly and that it had submitted some clear recommendations - for example, one or two recommendations per chapter."
6547,3.571,"In the last three weeks, progress has been made in three major areas.","In recent weeks, three important progress has been made."
6548,3.6,That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.,This is a disgrace when we think that the European Union is a champion of the modernisation of economic life.
6549,3.6,"In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.","In Nigeria, the All-Ijaw natives showed Chevron to incite with the violence in their opposition and of going until paying Nigerian soldiers to shoot at the demonstrators at the naval base from Warri."
6550,4.4,Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.,Slovakia is not condemned to remain in the second group and it is logical that it wishes to join the Union at the same time as the Czech Republic.
6551,4.8,We welcome the arrangements proposed in this respect by the Preparatory Committee and adopted by the General Assembly regarding procedures for the registration of non-governmental organisations for involvement in the preparatory process and the Special Session in September 2001.,"We welcome the provisions proposed in this respect by the preparatory committee and decided by the General Assembly in relation to the method of accreditation of non-governmental organisations, at the preparatory process and the special session in September 2001."
6552,4.0,"You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.","You do not want to incorporate in the Treaty, which demonstrates that this text should be set aside."
